,PRIMARY,GAIA,HD,HIP,GJ,TIC,KIC,CSTL,SPTP,Rank_NEID,V,Teff (K),log g,Δ,t_exp (s),rv_rms_db,nobs_db,FOM,Tau [d],Nobs Run 0.5,Nobs Run 1,Nobs Run 2,RV RMS Run 0.5,RV RMS Run 1,RV RMS Run 2,Δγ Run 1–0.5,Δγ Run 1–2,nobs_NEID,rv_rms_NEID
367,HD139324,Gaia DR3 1374525328702607616,HD139324,HIP76398,-,TIC16915763,-,-,G5,,,,,,,,,,,,,,,,,,,0,
368,HD144579,Gaia DR3 1379500756257031808,HD144579,HIP78775,GJ611A,TIC24089803,-,-,G8V,,,,,,,,,,,,,,,,,,,0,
369,HD145435,Gaia DR3 1380263027052621696,HD145435,HIP79152,-,TIC310517307,-,-,F5,,,,,,,,,,,,,,,,,,,0,
370,1Her,Gaia DR3 1384195086792268800,HD142373,HIP77760,GJ602,TIC157364190,-,  1 Her,F8V,,,,,,,,,,,,,,,,,,,0,
371,14Her,Gaia DR3 1385293808145621504,HD145675,HIP79248,GJ614,TIC219483057,-, 14 Her,K0V,,,,,,,,,,,,,,,,,,,0,
372,mu.02BooB,Gaia DR3 1387349065960639232,HD137392B,-,GJ3904B,-,-,mu.02 Boo B,-,,,,,,,,,,,,,,,,,,,0,
373,mu.02BooA,Gaia DR3 1387349065967311744,-,-,GJ3904A,-,-,mu.02 Boo A,-,,,,,,,,,,,,,,,,,,,0,
374,HD136580,Gaia DR3 1389312523145493760,HD136580,HIP75039,-,TIC138295548,-,-,F7V,,,,,,,,,,,,,,,,,,,0,
375,HD139341A,Gaia DR3 1389522117550541056,HD139341A,-,GJ591A,-,-,-,-,,,,,,,,,,,,,,,,,,,0,
376,HD139341B,Gaia DR3 1389522117550542464,HD139341B,-,GJ591B,-,-,-,-,,,,,,,,,,,,,,,,,,,0,
377,HD139323,Gaia DR3 1389522392427772288,HD139323,HIP76375,GJ591,TIC148817611,-,-,K3V,,,,,,,,,,,,,,,,,,,0,
378,HD138004,Gaia DR3 1391009653702531072,HD138004,HIP75676,-,TIC116385975,-,-,G2III,,,,,,,,,,,,,,,,,,,0,
379,HD137870,Gaia DR3 1394846433887239552,HD137870,HIP75595,-,TIC116384918,-,-,F8,,,,,,,,,,,,,,,,,,,0,
380,HD141399,Gaia DR3 1398218223733415552,HD141399,HIP77301,-,TIC156067565,-,-,K0,,,,,,,,,,,,,,,,,,,0,
381,HD149105,Gaia DR3 1410183796461158912,HD149105,HIP80818,-,TIC307917996,-,-,G0V,,,,,,,,,,,,,,,,,,,0,
382,HD151044,Gaia DR3 1412260533408744832,HD151044,HIP81800,-,TIC274242146,-,-,F8V,,,,,,,,,,,,,,,,,,,0,
383,HD158096,Gaia DR3 1414760857209318528,HD158096,HIP85196,-,TIC188766488,-,-,G5,,,,,,,,,,,,,,,,,,,0,
384,HD158259,Gaia DR3 1416050859226670848,HD158259,HIP85268,-,TIC188768068,-,-,G0,,,,,,,,,,,,,,,,,,,0,
385,21DraB,Gaia DR3 1420101696285626624,HD154905,HIP83608B,GJ9584B,-,-, 21 Dra B,-,,,,,,,,,,,,,,,,,,,0,
386,mu.DraA,Gaia DR3 1420101696287738368,HD154906,HIP83608A,GJ9584,-,-,mu. Dra A,-,,,,,,,,,,,,,,,,,,,0,
387,HD148049,Gaia DR3 1423602030208324864,HD148049,HIP80264,-,TIC162631539,-,-,F8,,,,,,,,,,,,,,,,,,,0,
388,HD148329,Gaia DR3 1428737952100331520,HD148329,HIP80364,-,TIC207468713,-,-,G1,,,,,,,,,,,,,,,,,,,0,
389,HD155902,Gaia DR3 1432617510160019200,HD155902,HIP84062,GJ3993,TIC198384408,-,-,-,,,,,,,,,,,,,,,,,,,0,
390,HD160078,Gaia DR3 1435686899947703552,HD160078,HIP85964,-,TIC219776694,-,-,-,,,,,,,,,,,,,,,,,,,0,
391,26Dra,Gaia DR3 1439121018358632832,HD160269A,HIP86036,GJ684A,TIC219777482,-, 26 Dra A,-,,,,,,,,,,,,,,,,,,,0,
392,HD118244,Gaia DR3 1442169070750037760,HD118244,HIP66290,-,TIC207386596,-,-,-,,,,,,,,,,,,,,,,,,,0,
393,HD120476A,Gaia DR3 1451450048399808384,HD120476A,-,GJ528A,TIC359220741,-,-,K4V,,,,,,,,,,,,,,,,,,,0,
394,HD122652,Gaia DR3 1454450340753382272,HD122652,HIP68593,-,TIC232527921,-,-,F8,,,,,,,,,,,,,,,,,,,0,
395,HD120005,Gaia DR3 1455771129096411904,HD120005,HIP67195,-,TIC165760083,-,-,F6V,,,,,,,,,,,,,,,,,,,0,
396,43Com,Gaia DR3 1460229442589223424,HD114710,HIP64394,GJ502,TIC445070560,-, 43 Com,F9.5V,,,,,,,,,,,,,,,,,,,0,
397,HD113319,Gaia DR3 1467164096785657088,HD113319,HIP63636,-,TIC165978900,-,-,G4V,,,,,,,,,,,,,,,,,,,0,
398,HD127334,Gaia DR3 1491593733326694912,HD127334,HIP70873,GJ3852,TIC27525457,-,-,G5V,,,,,,,,,,1270.0,25.0,44.0,115.0,0.94,1.14,0.99,1.02,1.24,184,1.013
399,HD120004,Gaia DR3 1496343623558534656,HD120004,HIP67177,-,TIC22953415,-,-,F8,,,,,,,,,,,,,,,,,,,0,
400,HD124694,Gaia DR3 1506060076532072192,HD124694,HIP69518,-,TIC168704717,-,-,F8V,,,,,,,,,,,,,,,,,,,0,
401,HD109839,Gaia DR3 1521428118055816960,HD109839,HIP61619,-,TIC155251038,-,-,F7,,,,,,,,,,,,,,,,,,,0,
402,10CVn,Gaia DR3 1521686782461765888,HD110897,HIP62207,GJ484,TIC389853353,-, 10 CVn,F9V,35.0,5.95,5911.0,4.49,2.72,566.0,4.7,44.0,4.173,970.0,,31.0,83.0,,1.48,2.03,,0.47,114,1.672
403,betCVn,Gaia DR3 1534011998572555776,HD109358,HIP61317,GJ475,TIC458445966,-,bet CVn,G0V,,,,,,,,,,,,,,,,,,,0,
404,HD105405,Gaia DR3 1536014999519656064,HD105405,HIP59175,-,TIC21598259,-,-,F8,,,,,,,,,,,,,,,,,,,0,
405,HD105631,Gaia DR3 1536064958579187840,HD105631,HIP59280,GJ3706,TIC21623610,-,-,G9V,,,,,,,,,,,,,,,,,,,0,
406,HD109344,Gaia DR3 1541410612315073536,HD109344,HIP61310,-,TIC75584292,-,-,F8,,,,,,,,,,,,,,,,,,,0,
407,HD108574,Gaia DR3 1541667932396172800,HD108574,HIP60831,-,TIC157968700,-,-,F9V,,,,,,,,,,,,,,,,,,,0,
408,HD119124,Gaia DR3 1558718059209082752,HD119124,HIP66704,GJ521.2,TIC286946484,-,-,-,,,,,,,,,,,,,,,,,,,0,
409,HD119992,Gaia DR3 1562409119742512128,HD119992,HIP67103,-,TIC141821518,-,-,F7V,,,,,,,,,,,,,,,,,,,0,
410,HD114446,Gaia DR3 1564925317742776704,HD114446,HIP64208,-,TIC147624120,-,-,F9IV,,,,,,,,,,,,,,,,,,,0,
411,HD116956,Gaia DR3 1565867461768654208,HD116956,HIP65515,-,TIC159190692,-,-,G9V,,,,,,,,,,,,,,,,,,,0,
412,HD115043,Gaia DR3 1566224665609504128,HD115043,HIP64532,GJ503.2,TIC157272202,-,-,G1V,,,,,,,,,,,,,,,,,,,0,
413,HD110833,Gaia DR3 1568219729458240128,HD110833,HIP62145,GJ483,TIC157871565,-,-,K3,,,,,,,,,,,,,,,,,,,0,
414,HD108954,Gaia DR3 1569335115284976000,HD108954,HIP61053,-,TIC141249230,-,-,F9V,,,,,,,,,,,,,,,,,,,0,
415,HD111513,Gaia DR3 1580311917821099776,HD111513,HIP62527,-,TIC142276979,-,-,G1,,,,,,,,,,,,,,,,,,,0,
416,HD108134,Gaia DR3 1581755198632350336,HD108134,HIP60588,-,TIC417931249,-,-,G0p,,,,,,,,,,,,,,,,,,,0,
417,HD132254,Gaia DR3 1592338513445876608,HD132254,HIP73100,GJ3880,TIC309765388,-,-,F8V,,,,,,,,,,,,,,,,,,,0,
418,HD141039,Gaia DR3 1596763532351243392,HD141039,HIP77084,-,TIC159838529,-,-,G5,,,,,,,,,,,,,,,,,,,0,
419,HD138367,Gaia DR3 1602402034136426752,HD138367,HIP75783,-,TIC165764315,-,-,F6IV,,,,,,,,,,,,,,,,,,,0,
420,HD128165,Gaia DR3 1605198298364601088,HD128165,HIP71181,GJ556,TIC357373129,-,-,K3,,,,,,,,,,,,,,,,,,,0,
421,HD131194,Gaia DR3 1605686447168075392,HD131194,HIP72563,-,TIC161024940,-,-,F5,,,,,,,,,,,,,,,,,,,0,
422,HD126675,Gaia DR3 1608397975984282368,HD126675,HIP70499,-,TIC441708762,-,-,F8,,,,,,,,,,,,,,,,,,,0,
423,HD128332,Gaia DR3 1610729219809525888,HD128332,HIP71251,-,TIC311069416,-,-,F6V,,,,,,,,,,,,,,,,,,,0,
424,HD133826,Gaia DR3 1621217529945980800,HD133826,HIP73623,-,TIC202422252,-,-,G0,,,,,,,,,,,,,,,,,,,0,
425,HD153344,Gaia DR3 1630727858849714176,HD153344,HIP82750,-,TIC287152045,-,-,G5IV,,,,,,,,,,,,,,,,,,,0,
426,19Dra,Gaia DR3 1635375460142367104,HD153597,HIP82860,GJ648,TIC289622310,-, 19 Dra,F8V,,,,,,,,,,,,,,,,,,,0,
427,HD158633,Gaia DR3 1637110042813188608,HD158633,HIP85235,GJ675,TIC219880402,-,-,K0,52.0,6.44,5256.0,4.58,0.71,626.0,3.0,40.0,4.042,,,,,,,,,,0,
428,HD143105,Gaia DR3 1646538011423566464,HD143105,HIP77838,-,TIC272783172,-,-,F5,,,,,,,,,,,,,,,,,,,0,
429,HD140412,Gaia DR3 1647299869902273408,HD140412,HIP76604,-,TIC272680526,-,-,F5,,,,,,,,,,,,,,,,,,,0,
430,HD144061,Gaia DR3 1647986068237087104,HD144061,HIP78217,-,TIC237096607,-,-,G2V,,,,,,,,,,,,,,,,,,,0,
431,HD151541,Gaia DR3 1648568843759668480,HD151541,HIP81813,GJ637.1,TIC230123572,-,-,K1,80.0,7.56,5309.0,4.5,1.81,1710.0,2.62,77.0,3.934,,,,,,,,,,0,
432,psi01DraB,Gaia DR3 1651268763282397312,HD162004,HIP86620,GJ694.1B,TIC441804565,-,psi01 Dra B,F8V,,,,,,,,,,,,,,,,,,,0,
433,HD161897,Gaia DR3 1651469733391948288,HD161897,HIP86540,-,TIC441801208,-,-,K0,,,,,,,,,,,,,,,,,,,0,
434,HD148004,Gaia DR3 1652932530531522432,HD148004,HIP79981,-,TIC230077650,-,-,-,,,,,,,,,,,,,,,,,,,0,
435,HD148941,Gaia DR3 1653270595998453504,HD148941,HIP80467,-,TIC230085290,-,-,-,,,,,,,,,,,,,,,,,,,0,
436,HD154181,Gaia DR3 1656220516976649088,HD154181A,HIP82886,-,TIC441716374,-,-,-,,,,,,,,,,,,,,,,,,,0,
437,HD123300,Gaia DR3 1659915425801141632,HD123300,HIP68792,-,TIC441663519,-,-,G5,,,,,,,,,,,,,,,,,,,0,
438,HD122064,Gaia DR3 1661568850770761600,HD122064,HIP68184,-,TIC202380743,-,-,K3V,,,,,,,,,,,,,,,,,,,0,
439,HD117043,Gaia DR3 1665517334465010432,HD117043,HIP65530,GJ511.1,TIC355916910,-,-,G6V,,,,,,,,,,,,,,,,,,,0,
440,HD126323,Gaia DR3 1666363752260912640,HD126323,HIP70252,-,TIC166090806,-,-,G0,,,,,,,,,,,,,,,,,,,0,
441,HD130460,Gaia DR3 1668845350004416256,HD130460,HIP72130,-,TIC282855338,-,-,-,,,,,,,,,,,,,,,,,,,0,
442,HD128385,Gaia DR3 1668986018773531776,HD128385,HIP71192,-,TIC232979046,-,-,F5,,,,,,,,,,,,,,,,,,,0,
443,HD129499,Gaia DR3 1669516773651710464,HD129499,HIP71679,-,TIC219003568,-,-,G5,,,,,,,,,,,,,,,,,,,0,
444,HD121953,Gaia DR3 1671271903447240576,HD121953,HIP68085,-,TIC358767963,-,-,-,,,,,,,,,,,,,,,,,,,0,
445,HD109413,Gaia DR3 1689791802427582592,HD109413,HIP61293,-,TIC154561824,-,-,F8,,,,,,,,,,,,,,,,,,,0,
446,9UMi,Gaia DR3 1695571110421334144,HD133621,HIP73440,-,TIC233186332,-,  9 UMi,G0,,,,,,,,,,,,,,,,,,,0,
447,HD200580,Gaia DR3 1730458373852682752,HD200580,HIP103987,-,TIC419262941,-,-,F9V,,,,,,,,,,,,,,,,,,,0,
448,HD202884,Gaia DR3 1743504800870418432,HD202884,HIP105202,-,TIC262277103,-,-,F5,,,,,,,,,,,,,,,,,,,0,
449,HD204712,Gaia DR3 1745973032680936704,HD204712,HIP106157,-,TIC96704587,-,-,F5V,,,,,,,,,,,,,,,,,,,0,
450,HD202908,Gaia DR3 1746335802793081344,HD202908,HIP105200,-,TIC262275042,-,-,-,,,,,,,,,,,,,,,,,,,0,
451,HD196885A,Gaia DR3 1754430373040023168,HD196885A,HIP101966,-,TIC282257777,-,-,F8V,,,,,,,,,,,,,,,,,,,0,
452,HD198089,Gaia DR3 1761037029171296000,HD198089,HIP102610,-,TIC85213581,-,-,F8,,,,,,,,,,,,,,,,,,,0,
453,HD197913A,Gaia DR3 1762987494080694016,HD197913A,-,-,TIC85085021,-,-,-,,,,,,,,,,,,,,,,,,,0,
454,HD198109,Gaia DR3 1763093218997965312,HD198109,HIP102611,-,TIC85218473,-,-,F9V,,,,,,,,,,,,,,,,,,,0,
455,HD206860,Gaia DR3 1772187382746856320,HD206860,HIP107350,GJ836.7,TIC301880196,-,-,G0V,,,,,,,,,,,,,,,,,,,0,
456,HD210483,Gaia DR3 1776388204359891712,HD210483,HIP109450,-,TIC258783637,-,-,G4,,,,,,,,,,,,,,,,,,,0,
457,33Peg,Gaia DR3 1778551970227817728,HD212395,HIP110548,-,TIC279563894,-, 33 Peg,F7IV,,,,,,,,,,,,,,,,,,,0,
458,HD204277,Gaia DR3 1784061008815679232,HD204277,HIP105918,-,TIC268215639,-,-,F8V,,,,,,,,,,,,,,,,,,,0,
459,HD205160A,Gaia DR3 1787693589076213632,HD205160A,-,-,TIC283494365,-,-,-,,,,,,,,,,,,,,,,,,,0,
460,HD201891,Gaia DR3 1787990525934491776,HD201891,HIP104659,-,TIC230168635,-,-,G5V,,,,,,,,,,,,,,,,,,,0,
461,HD201545,Gaia DR3 1789231256087445120,HD201545,HIP104471,-,TIC257444121,-,-,F8V,,,,,,,,,,,,,,,,,,,0,
462,HD206374,Gaia DR3 1800378139330660992,HD206374,HIP107070,-,TIC248046660,-,-,G6.5V,,,,,,,,,,,,,,,,,,,0,
463,HD206332,Gaia DR3 1801257095797922048,HD206332,HIP107040,-,TIC248039969,-,-,G0V,,,,,,,,,,,,,,,,,,,0,
464,HD194012,Gaia DR3 1805044913356835328,HD194012,HIP100511,GJ789,TIC456398764,-,-,F7V,,,,,,,,,,,,,,,,,,,0,
465,HD190516,Gaia DR3 1807876151501164032,HD190516,HIP98879,-,TIC258964346,-,-,-,,,,,,,,,,,,,,,,,,,0,
466,HD190067,Gaia DR3 1807953155988203264,HD190067,HIP98677,GJ775.1,TIC418189606,-,-,K0V,,,,,,,,,,,,,,,,,,,0,
467,HD191785,Gaia DR3 1809360187275432832,HD191785,HIP99452,GJ783.2A,TIC87216634,-,-,K0V,69.0,7.34,5132.0,4.48,2.48,1296.0,3.61,56.0,3.97,,,,,,,,,,0,
468,HD191499A,Gaia DR3 1809456806859123584,HD191499A,-,-,TIC86876073,-,-,-,,,,,,,,,,,,,,,,,,,0,
469,HD197076,Gaia DR3 1814241194252808704,HD197076,HIP102040,GJ797A,TIC330872058,-,-,G5V,79.0,6.45,5810.0,4.42,2.12,872.0,5.07,42.0,3.936,,,,,,,,,,0,
470,HD195019,Gaia DR3 1815418118373631360,HD195019,HIP100970,-,TIC210171104,-,-,G1V,,,,,,,,,,,,,,,,,,,0,
471,HD195034,Gaia DR3 1818697205647102720,HD195034,HIP100963,-,TIC210119810,-,-,G5,,,,,,,,,,,,,,,,,,,0,
472,15Sge,Gaia DR3 1821708351374312064,HD190406,HIP98819,GJ779,TIC275240386,-, 15 Sge,G0V,,,,,,,,,,,,,,,,,,,0,
473,HD189733,Gaia DR3 1827242816201846144,HD189733A,HIP98505,GJ4130,TIC256364928,-,-,K2V,,,,,,,,,,,,,,,,,,,0,
474,HD190404,Gaia DR3 1833199729671740800,HD190404,HIP98792,GJ778,TIC287947139,-,-,K1V,81.0,7.28,4960.0,4.59,2.91,1178.0,4.78,54.0,3.92,,,,,,,,,,0,
475,HD189067,Gaia DR3 1834178638618346112,HD189067,HIP98206,-,TIC282283170,-,-,G2V,,,,,,,,,,,,,,,,,,,0,
476,HD200254,Gaia DR3 1837738822887425536,HD200254,HIP103784,-,TIC258531136,-,-,G5,,,,,,,,,,,,,,,,,,,0,
477,HD199598,Gaia DR3 1844639838900425472,HD199598,HIP103455,-,TIC247250544,-,-,G0V,,,,,,,,,,,,,,,,,,,0,
478,HD200391,Gaia DR3 1845206534070618624,HD200391,HIP103833,-,TIC126336928,-,-,-,,,,,,,,,,,,,,,,,,,0,
479,HD202108,Gaia DR3 1852732141404704512,HD202108,HIP104733,-,TIC76957315,-,-,G3V,,,,,,,,,,,,,,,,,,,0,
480,HD197310,Gaia DR3 1870443315230650240,HD197310,-,-,TIC99896567,-,-,G0,,,,,,,,,,,,,,,,,,,0,
481,61CygB,Gaia DR3 1872046574983497216,HD201092,HIP104217,GJ820B,TIC165602023,-, 61 Cyg B,K7V,,,,,,,,,,,,,,,,,,,0,
482,61CygA,Gaia DR3 1872046609345556480,HD201091,HIP104214,GJ820A,TIC165602000,-, 61 Cyg A,K5V,7.0,5.21,4361.0,4.63,0.76,180.0,2.4,84.0,4.504,,,,,,,,,,0,
483,HD200325,Gaia DR3 1873204223289046272,HD200325,HIP103749,-,TIC196217196,-,-,-,,,,,,,,,,,,,,,,,,,0,
484,HD200077,Gaia DR3 1873356986678591744,HD200077,HIP103641,-,TIC196029004,-,-,-,,,,,,,,,,,,,,,,,,,0,
485,HD216631,Gaia DR3 1891174366442281728,HD216631,HIP113076,-,TIC188907228,-,-,F8,,,,,,,,,,,,,,,,,,,0,
486,iotPegB,Gaia DR3 1891598193816300544,HD210027,HIP109176,GJ848,TIC357336603,-,iot Peg B,F5V,,,,,,,,,,,,,,,,,,,0,
487,HD208906,Gaia DR3 1896891139712235008,HD208906,HIP108490,-,TIC18032286,-,-,G0V,,,,,,,,,,,,,,,,,,,0,
488,HD208313,Gaia DR3 1898230241798771584,HD208313,HIP108156,GJ840,TIC399897311,-,-,K1,,,,,,,,,,,,,,,,,,,0,
489,HD210388,Gaia DR3 1900442940229593216,HD210388,HIP109361,-,TIC162457231,-,-,G0,,,,,,,,,,,,,,,,,,,0,
490,HD210667,Gaia DR3 1906647037667895424,HD210667,HIP109527,GJ850,TIC119514195,-,-,G9V,,,,,,,,,,,,,,,,,,,0,
491,HD213391,Gaia DR3 1909443027017954944,HD213391,HIP111081,-,TIC120599496,-,-,-,,,,,,,,,,,,,,,,,,,0,
492,HD221757,Gaia DR3 1918953867019478144,HD221757,HIP116360,-,TIC333374017,-,-,F8,,,,,,,,,,,,,,,,,,,0,
493,HD221613,Gaia DR3 1924124427825883904,HD221613,HIP116259,GJ9830,TIC176640151,-,-,-,,,,,,,,,,,,,,,,,,,0,
494,HD215760,Gaia DR3 1929123838477867392,HD215760,HIP112475,-,TIC129128445,-,-,-,,,,,,,,,,,,,,,,,,,0,
495,6And,Gaia DR3 1931708859034495488,HD218804,HIP114430,-,TIC455817128,-,  6 And,F5V,,,,,,,,,,,,,,,,,,,0,
496,HD218868,Gaia DR3 1935133906477014016,HD218868,HIP114456,-,TIC455819325,-,-,G8V,72.0,7.0,5505.0,4.42,2.98,1074.0,4.8,78.0,3.958,,,,,,,,,,0,
497,HD220182,Gaia DR3 1937003729077791616,HD220182,HIP115331,GJ894.4,TIC173925925,-,-,G9V,,,,,,,,,,,,,,,,,,,0,
498,HD220821,Gaia DR3 1937497444157480320,HD220821,HIP115715,-,TIC174158125,-,-,-,,,,,,,,,,,,,,,,,,,0,
499,HD219306,Gaia DR3 1937681165678188928,HD219306,HIP114729,-,TIC173611213,-,-,F5,,,,,,,,,,,,,,,,,,,0,
500,HD222143,Gaia DR3 1939093660163197312,HD222143,HIP116613,GJ4351,TIC176791985,-,-,G2,,,,,,,,,,,,,,,,,,,0,
501,HD224465,Gaia DR3 1940954617956840192,HD224465,HIP118162,GJ4382,TIC346546437,-,-,-,,,,,,,,,,,,,,,,,,,0,
502,HD218949,Gaia DR3 1942205346789877632,HD218949,HIP114512,-,TIC173464265,-,-,G5,,,,,,,,,,,,,,,,,,,0,
503,HD218739,Gaia DR3 1942533104334263552,HD218739,HIP114385,-,TIC173418717,-,-,-,,,,,,,,,,,,,,,,,,,0,
504,HD222155,Gaia DR3 1943363751009454976,HD222155,HIP116616,-,TIC26370518,-,-,G0,,,,,,,,,,,,,,,,,,,0,
505,HD212107,Gaia DR3 1962417840846148864,HD212107,HIP110339,-,TIC199600136,-,-,F5,,,,,,,,,,,,,,,,,,,0,
506,HD203454,Gaia DR3 1965602679357877504,HD203454,HIP105406,-,TIC373445744,-,-,-,,,,,,,,,,,,,,,,,,,0,
507,HD210731,Gaia DR3 1975429427091671808,HD210731,-,-,TIC455681786,-,-,F8,,,,,,,,,,,,,,,,,,,0,
508,HD209203,Gaia DR3 1981577552520559616,HD209203,HIP108602,-,TIC469798614,-,-,F8,,,,,,,,,,,,,,,,,,,0,
509,HD214557,Gaia DR3 1983331651514526336,HD214557,HIP111748,-,TIC200607569,-,-,F8,,,,,,,,,,,,,,,,,,,0,
510,HD216275,Gaia DR3 1990119967591008384,HD216275,HIP112812,-,TIC67069964,-,-,G0,,,,,,,,,,,,,,,,,,,0,
511,HD218790A,Gaia DR3 1990678072815187840,HD218790A,-,-,TIC252724461,-,-,-,,,,,,,,,,,,,,,,,,,0,
512,HD223788,Gaia DR3 1993638920193452160,HD223788,HIP117733,-,TIC65275623,-,-,F5,,,,,,,,,,,,,,,,,,,0,
513,HD219623,Gaia DR3 1995681125599758592,HD219623,HIP114924,GJ4324,TIC24467943,-,-,F8V,92.0,5.58,6059.0,4.21,4.21,1062.0,6.92,20.0,3.878,,,,,,,,,,0,
514,HD222794,Gaia DR3 1999127682240390528,HD222794,HIP117029,-,TIC345518694,-,-,G2V,,,,,,,,,,,,,,,,,,,0,
515,HD212106,Gaia DR3 2005068755894548096,HD212106,HIP110309,-,TIC422008981,-,-,F5V,,,,,,,,,,,,,,,,,,,0,
516,HD211472,Gaia DR3 2005798350576886144,HD211472,HIP109926,GJ4268,TIC330736514,-,-,K1V,,,,,,,,,,,,,,,,,,,0,
517,HD214238,Gaia DR3 2006899099154059904,HD214238,-,-,TIC64829703,-,-,-,,,,,,,,,,,,,,,,,,,0,
518,HD219134,Gaia DR3 2009481748875806976,HD219134,HIP114622,GJ892,TIC283722336,-,-,K3V,,,,,,,,,,,,,,,,,,,0,
519,HD221354,Gaia DR3 2011251030583236352,HD221354,HIP116085,GJ895.4,TIC444314028,-,-,K0V,28.0,6.76,5221.0,4.47,0.96,796.0,1.8,171.0,4.247,1099.0,2.0,41.0,65.0,,1.06,1.19,0.05,1.36,108,1.101
520,HD184385,Gaia DR3 2018474482692959232,HD184385,HIP96183,GJ762.2,TIC373071009,-,-,G8V,,,,,,,,,,,,,,,,,,,0,
521,HD186379,Gaia DR3 2020792665545199232,HD186379,HIP97023,-,TIC284987730,-,-,F8V,,,,,,,,,,,,,,,,,,,0,
522,3Cyg,Gaia DR3 2023112497641814528,HD182807,HIP95492,-,TIC110541820,-,  3 Cyg,F8,,,,,,,,,,,,,,,,,,,0,
523,HD187462,Gaia DR3 2028017281576098304,HD187462,HIP97509,-,TIC287511722,-,-,G0IV,,,,,,,,,,,,,,,,,,,0,
524,HD187237,Gaia DR3 2028211207952435840,HD187237,HIP97420,-,TIC435479953,-,-,G2IV,,,,,,,,,,,,,,,,,,,0,
525,HD190360,Gaia DR3 2029433521248546304,HD190360,HIP98767,GJ777A,TIC105999792,-,-,G7IV,8.0,5.7,5549.0,4.29,3.66,446.0,3.2,143.0,4.48,1074.0,5.0,24.0,45.0,1.37,1.89,2.03,,2.01,74,2.088
526,17Cyg,Gaia DR3 2035035223783462400,HD187013,HIP97295,GJ767.1A,TIC58445695,-, 17 Cyg,F5.5IV,,,,,,,,,,,,,,,,,,,0,
527,HD178593,Gaia DR3 2035687337226254720,HD178593,HIP93995,-,TIC420223526,-,-,-,,,,,,,,,,,,,,,,,,,0,
528,HD176377,Gaia DR3 2041085973668754176,HD176377,HIP93185,GJ9639,TIC20785413,-,-,G1V,55.0,6.8,5877.0,4.52,2.4,1110.0,3.6,87.0,4.023,,,,,,,,,,0,
529,HD176051A,Gaia DR3 2043885295914531072,HD176051A,-,GJ738A,-,-,-,-,,,,,,,,,,,,,,,,,,,0,
530,HD183650,Gaia DR3 2045074245953051648,HD183650,HIP95821,GJ761.1,TIC21704463,-,-,G6,,,,,,,,,,,,,,,,,,,0,
531,HD184499,Gaia DR3 2045599984313800448,HD184499,HIP96185,-,TIC40468289,-,-,G0V,,,,,,,,,,,,,,,,,,,0,
532,HD182488,Gaia DR3 2046207670631964928,HD182488,HIP95319,GJ758,TIC394547839,-,-,K0V,,,,,,,,,,,,,,,,,,,0,
533,HD185501,Gaia DR3 2047188847334279424,HD185501,HIP96576,GJ4118,TIC69452016,-,-,G5,,,,,,,,,,,,,,,,,,,0,
534,HD186257,Gaia DR3 2048592442637772800,HD186257,HIP96906,-,TIC184057863,-,-,F5,,,,,,,,,,,,,,,,,,,0,
535,HD181655,Gaia DR3 2051069711047203712,HD181655,HIP94981,GJ754.2,TIC122215177,-,-,G5V,,,,,,,,,,,,,,,,,,,0,
536,HD192557,Gaia DR3 2055882544018187776,HD192557,HIP99737,-,TIC380721865,-,-,F6V,,,,,,,,,,,,,,,,,,,0,
537,HD190771,Gaia DR3 2061876742143320064,HD190771,HIP98921,GJ1249,TIC274764311,KIC3393677,-,G2V,,,,,,,,,,,,,,,,,,,0,
538,HD196850,Gaia DR3 2063583390317759616,HD196850,HIP101875,GJ794.3,TIC64804337,-,-,G1V,,,,,,,,,,,,,,,,,,,0,
539,HD197037,Gaia DR3 2066437688140905600,HD197037,HIP101948,-,TIC195382102,-,-,G0,,,,,,,,,,,,,,,,,,,0,
540,HD195016,Gaia DR3 2067221777373474944,HD195016,-,-,TIC15470366,-,-,-,,,,,,,,,,,,,,,,,,,0,
541,HD195988,Gaia DR3 2067833621234219520,HD195988,-,-,TIC17125337,-,-,G0,,,,,,,,,,,,,,,,,,,0,
542,HD195987,Gaia DR3 2067948245320365184,HD195987,HIP101382,GJ793.1,TIC17038893,-,-,G9V,,,,,,,,,,,,,,,,,,,0,
543,HD197488,Gaia DR3 2070448844010046592,HD197488,HIP102189,-,TIC195800928,-,-,G2V,,,,,,,,,,,,,,,,,,,0,
544,HD187637,Gaia DR3 2076894387328378240,HD187637,HIP97527,-,TIC169463989,KIC6225718,-,F8V,,,,,,,,,,,,,,,,,,,0,
545,HD187160,Gaia DR3 2078929961307827200,HD187160,HIP97321,-,TIC272607848,KIC8379927,-,F9IV,,,,,,,,,,,,,,,,,,,0,
546,HD193632,Gaia DR3 2081226669297484160,HD193632,HIP100217,-,TIC193037877,-,-,-,,,,,,,,,,,,,,,,,,,0,
547,HD191022,Gaia DR3 2085991364277341824,HD191022,HIP98978,-,TIC364903891,-,-,G0,,,,,,,,,,,,,,,,,,,0,
548,HD191649,Gaia DR3 2088264368349071232,HD191649,HIP99241,-,TIC294603115,-,-,G0,,,,,,,,,,,,,,,,,,,0,
